윈도우,변수,중요도,방향,부호
BT@2020-06,base_drift,0.02698817591749768,-0.008069328711881898,↓(잔차 -)
BT@2020-06,h_step,0.012017849512409112,-0.0013376531889383895,↓(잔차 -)
BT@2020-06,depth1__ecos__m2_avg,0.010009684728901954,0.002996558939132757,↑(잔차 +)
BT@2020-06,depth3__reb__apt_sale_index,0.006498050103044053,-0.0010726283500265233,↓(잔차 -)
BT@2020-06,depth1__ecos__cd_91d_rate,0.004751190415267042,0.0009927557823956835,↑(잔차 +)
BT@2020-06,origin_last,0.004738653502146959,-0.000268732385706607,↓(잔차 -)
BT@2020-06,depth1__ecos__mortgage_rate_new,0.004206170797389434,-0.0020136895297882314,↓(잔차 -)
BT@2020-06,depth3__reb__apt_jeonse_index,0.004098838238877412,0.0005608424183543642,↑(잔차 +)
BT@2020-06,depth2__reb__apt_monthly_rent_supply_demand,0.0036969032177385317,0.0007338252550319896,↑(잔차 +)
BT@2020-06,depth1__ecos__cpi_housing,0.0032684800961421457,0.0014611229275629108,↑(잔차 +)
BT@2020-06,origin_mom6,0.00274217264450391,-0.00046322790178961453,↓(잔차 -)
BT@2020-06,origin_mom12,0.002549472294280221,-6.695386365220111e-05,↓(잔차 -)
BT@2020-06,Static__평수구분,0.002377093306711871,0.00010535007062946464,↑(잔차 +)
BT@2020-06,depth3__policy__is_speculative,0.002132751676478125,0.00018819684082774222,↑(잔차 +)
BT@2020-06,origin_mom3,0.0020697313103449338,-0.0003517169575130429,↓(잔차 -)
BT@2020-06,Static__세대수구분,0.001932421331014207,-1.6550548126890877e-05,↓(잔차 -)
BT@2020-06,Static__호재수,0.0017169671175012518,4.7090087533281755e-05,↑(잔차 +)
BT@2020-06,Static__역세권수,0.0016611867153787983,2.834713316312889e-06,↑(잔차 +)
BT@2020-06,depth2__reb__apt_sale_supply_demand,0.0013038033030187699,-6.560725662039657e-05,↓(잔차 -)
BT@2020-06,depth2__reb__apt_jeonse_supply_demand,0.0012979627004759378,-0.0003025705237266583,↓(잔차 -)
BT@2020-06,depth1__ecos__unemployment_rate,0.0012675221527738236,-1.9598103531231352e-05,↓(잔차 -)
BT@2020-06,Static__건설사등급,0.0007593428029869177,-1.6318256393011364e-05,↓(잔차 -)
BT@2020-06,depth3__policy__ltv_tightness,0.0005061616776890472,-8.041613896687243e-05,↓(잔차 -)
BT@2020-06,Static__초품아여부,0.00046049136360303304,-3.02176634121996e-06,↓(잔차 -)
BT@2020-06,Static__준공구분,0.00024688318504224177,-1.2166795201889224e-05,↓(잔차 -)
BT@2020-06,depth3__policy__dsr_severity,0.00013795635895749467,-4.4032432515997174e-05,↓(잔차 -)
BT@2020-06,depth1__ecos__base_rate,0.00011610155541002082,5.566102708791171e-06,↑(잔차 +)
BT@2020-06,depth3__policy__is_overheated,3.650965105476593e-05,2.3652509867954142e-06,↑(잔차 +)
BT@2020-06,depth3__policy__is_regulated,1.7086544184395136e-05,2.2606055539333796e-06,↑(잔차 +)
