윈도우,구분,변수,선택가중치
BT@2022-06,decoder_variables,h_step,0.2547020429197843
BT@2022-06,decoder_variables,depth1__ecos__m2_avg,0.09546793606462566
BT@2022-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.08581134424168545
BT@2022-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.07682631371301796
BT@2022-06,decoder_variables,depth3__policy__is_overheated,0.05005729524598297
BT@2022-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.048991147851069915
BT@2022-06,decoder_variables,origin_mom12,0.043939925234233825
BT@2022-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.04363128587082575
BT@2022-06,decoder_variables,origin_last,0.03988895076911141
BT@2022-06,decoder_variables,origin_mom6,0.032222764056035816
BT@2022-06,decoder_variables,Static__호재수,0.027241148258724777
BT@2022-06,decoder_variables,origin_mom3,0.025171719601235546
BT@2022-06,decoder_variables,depth3__reb__apt_sale_index,0.02173482015197905
BT@2022-06,decoder_variables,depth3__reb__apt_jeonse_index,0.02064269988556662
BT@2022-06,decoder_variables,depth1__ecos__base_rate,0.02052170673263288
BT@2022-06,decoder_variables,depth1__ecos__cpi_housing,0.019632047112221964
BT@2022-06,decoder_variables,Static__역세권수,0.019385426831877856
BT@2022-06,decoder_variables,depth3__policy__is_speculative,0.016565429202266887
BT@2022-06,decoder_variables,depth3__policy__dsr_severity,0.016489801786621718
BT@2022-06,decoder_variables,depth3__policy__is_regulated,0.010674629993107003
BT@2022-06,decoder_variables,depth1__ecos__cd_91d_rate,0.010358470339784156
BT@2022-06,decoder_variables,depth3__policy__ltv_tightness,0.009648415912920764
BT@2022-06,decoder_variables,relative_time_idx,0.006439000274281299
BT@2022-06,decoder_variables,depth1__ecos__unemployment_rate,0.00395567795040642
