윈도우,구분,변수,선택가중치
BT@2023-06,encoder_variables,pure_target,0.9915356658998591
BT@2023-06,encoder_variables,depth3__policy__is_speculative,0.0005742330505014732
BT@2023-06,encoder_variables,Static__호재수,0.0004620316189822911
BT@2023-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.00042161015964439704
BT@2023-06,encoder_variables,origin_last,0.00040876139630766117
BT@2023-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.00040619952840053014
BT@2023-06,encoder_variables,depth3__reb__apt_sale_index,0.0003906668741858045
BT@2023-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.0003822147863909015
BT@2023-06,encoder_variables,depth3__reb__apt_jeonse_index,0.00037846874910184796
BT@2023-06,encoder_variables,depth3__policy__is_regulated,0.00037393957207270843
BT@2023-06,encoder_variables,depth1__ecos__base_rate,0.0003696845828906244
BT@2023-06,encoder_variables,depth3__policy__is_overheated,0.00036901573659846163
BT@2023-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.0003602936006173221
BT@2023-06,encoder_variables,depth1__ecos__cpi_housing,0.0003464564285778602
BT@2023-06,encoder_variables,origin_mom3,0.0003432976409852958
BT@2023-06,encoder_variables,depth3__policy__dsr_severity,0.0003420674825589628
BT@2023-06,encoder_variables,Static__역세권수,0.00033487249332681614
BT@2023-06,encoder_variables,depth1__ecos__cd_91d_rate,0.0003314793944636788
BT@2023-06,encoder_variables,depth1__ecos__unemployment_rate,0.0003297762797887801
BT@2023-06,encoder_variables,origin_mom6,0.0003205929920606288
BT@2023-06,encoder_variables,h_step,0.000318323584722137
BT@2023-06,encoder_variables,origin_mom12,0.0003173147687852175
BT@2023-06,encoder_variables,depth3__policy__ltv_tightness,0.00027271745893730175
BT@2023-06,encoder_variables,depth1__ecos__m2_avg,0.00021871265668445812
BT@2023-06,encoder_variables,relative_time_idx,9.160326355573592e-05
