윈도우,구분,변수,선택가중치
BT@2024-06,encoder_variables,pure_target,0.9960438656795318
BT@2024-06,encoder_variables,depth3__policy__ltv_tightness,0.0003561122949031776
BT@2024-06,encoder_variables,depth3__policy__is_regulated,0.00024952712239315376
BT@2024-06,encoder_variables,origin_last,0.00021795333310639135
BT@2024-06,encoder_variables,depth3__reb__apt_sale_index,0.00021309901539280567
BT@2024-06,encoder_variables,depth1__ecos__base_rate,0.00019716409676112366
BT@2024-06,encoder_variables,Static__역세권수,0.00019243576733242958
BT@2024-06,encoder_variables,relative_time_idx,0.00018737926473170126
BT@2024-06,encoder_variables,depth3__policy__dsr_severity,0.0001819537885385712
BT@2024-06,encoder_variables,origin_mom6,0.00017923975468891936
BT@2024-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.000177325642946101
BT@2024-06,encoder_variables,origin_mom3,0.00017477324639309487
BT@2024-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.00016766646736236505
BT@2024-06,encoder_variables,depth3__reb__apt_jeonse_index,0.00016601879089755465
BT@2024-06,encoder_variables,depth3__policy__is_overheated,0.00016131732464261145
BT@2024-06,encoder_variables,origin_mom12,0.00015076814050877512
BT@2024-06,encoder_variables,depth1__ecos__unemployment_rate,0.00014740837916961985
BT@2024-06,encoder_variables,h_step,0.0001441589148615123
BT@2024-06,encoder_variables,depth1__ecos__cd_91d_rate,0.00013833406228404125
BT@2024-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.00013461101602457265
BT@2024-06,encoder_variables,depth1__ecos__m2_avg,0.0001226449416921798
BT@2024-06,encoder_variables,depth3__policy__is_speculative,0.00011906600845895117
BT@2024-06,encoder_variables,Static__호재수,0.00011136222699534194
BT@2024-06,encoder_variables,depth1__ecos__mortgage_rate_new,5.346660036391669e-05
BT@2024-06,encoder_variables,depth1__ecos__cpi_housing,1.2348120019197803e-05
