윈도우,구분,변수,선택가중치
BT@2023-06,static_variables,Header_단지명,0.2608959407940462
BT@2023-06,static_variables,Header_평형,0.22611097004413153
BT@2023-06,static_variables,Header_동,0.1399761109715965
BT@2023-06,static_variables,Static__세대수구분,0.09199123672793032
BT@2023-06,static_variables,Static__준공구분,0.06545660513884492
BT@2023-06,static_variables,Header_구,0.06131843495474982
BT@2023-06,static_variables,Static__건설사등급,0.04883695297551249
BT@2023-06,static_variables,Static__초품아여부,0.040661922517805406
BT@2023-06,static_variables,Static__평수구분,0.02890446301368718
BT@2023-06,static_variables,pure_target_center,0.02177939740705454
BT@2023-06,static_variables,pure_target_scale,0.014067965454641077
