윈도우,구분,변수,선택가중치
BT@2021-06,decoder_variables,h_step,0.156768721707591
BT@2021-06,decoder_variables,depth1__ecos__base_rate,0.13200472384263875
BT@2021-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.11501494623566619
BT@2021-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.061845959238267426
BT@2021-06,decoder_variables,origin_last,0.04927912049201276
BT@2021-06,decoder_variables,depth1__ecos__unemployment_rate,0.048268842730468026
BT@2021-06,decoder_variables,depth1__ecos__cpi_housing,0.046172057140501474
BT@2021-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.038297221401432165
BT@2021-06,decoder_variables,origin_mom12,0.037440882616033906
BT@2021-06,decoder_variables,origin_mom6,0.03169265320763269
BT@2021-06,decoder_variables,depth1__ecos__cd_91d_rate,0.031672266861983676
BT@2021-06,decoder_variables,depth3__reb__apt_sale_index,0.030651617847116935
BT@2021-06,decoder_variables,depth3__policy__is_overheated,0.029473352106698745
BT@2021-06,decoder_variables,depth1__ecos__m2_avg,0.026478369136132652
BT@2021-06,decoder_variables,relative_time_idx,0.024904935029123387
BT@2021-06,decoder_variables,Static__역세권수,0.02350784126345202
BT@2021-06,decoder_variables,origin_mom3,0.02176950268009673
BT@2021-06,decoder_variables,depth3__policy__is_speculative,0.020306019730692938
BT@2021-06,decoder_variables,depth3__reb__apt_jeonse_index,0.019647745171670443
BT@2021-06,decoder_variables,depth3__policy__dsr_severity,0.01773652139576035
BT@2021-06,decoder_variables,Static__호재수,0.013436518083705053
BT@2021-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.011615066235112648
BT@2021-06,decoder_variables,depth3__policy__is_regulated,0.010125891302628783
BT@2021-06,decoder_variables,depth3__policy__ltv_tightness,0.0018892245435812454
