윈도우,구분,변수,선택가중치
BT@2024-06,decoder_variables,h_step,0.13971099452857724
BT@2024-06,decoder_variables,origin_mom6,0.09851261170375705
BT@2024-06,decoder_variables,depth1__ecos__unemployment_rate,0.06421082536616983
BT@2024-06,decoder_variables,origin_mom3,0.05638300989571514
BT@2024-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.05598472799087594
BT@2024-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.053488277626371
BT@2024-06,decoder_variables,depth3__reb__apt_sale_index,0.052519619593936556
BT@2024-06,decoder_variables,depth1__ecos__base_rate,0.04671501357915933
BT@2024-06,decoder_variables,origin_last,0.04230926070092522
BT@2024-06,decoder_variables,depth1__ecos__cpi_housing,0.0365890230070967
BT@2024-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.035899117000934504
BT@2024-06,decoder_variables,depth1__ecos__cd_91d_rate,0.03423238554576732
BT@2024-06,decoder_variables,depth3__policy__is_speculative,0.03278478680760202
BT@2024-06,decoder_variables,depth3__policy__is_regulated,0.032784216423383875
BT@2024-06,decoder_variables,depth3__policy__dsr_severity,0.03066901936537551
BT@2024-06,decoder_variables,depth1__ecos__m2_avg,0.030288091703769435
BT@2024-06,decoder_variables,relative_time_idx,0.030073880067628393
BT@2024-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.028464445932077503
BT@2024-06,decoder_variables,depth3__reb__apt_jeonse_index,0.021714506958637907
BT@2024-06,decoder_variables,origin_mom12,0.020992139618017856
BT@2024-06,decoder_variables,depth3__policy__ltv_tightness,0.014959343508476731
BT@2024-06,decoder_variables,Static__역세권수,0.01382642291177094
BT@2024-06,decoder_variables,Static__호재수,0.013816716266867007
BT@2024-06,decoder_variables,depth3__policy__is_overheated,0.013071563897106966
