윈도우,구분,변수,선택가중치
BT@2025-06,encoder_variables,pure_target,0.9852337930586621
BT@2025-06,encoder_variables,h_step,0.001986755382056836
BT@2025-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.0011544544118936267
BT@2025-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.0009516556634219964
BT@2025-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.0008121202815120043
BT@2025-06,encoder_variables,origin_last,0.0007971852201045136
BT@2025-06,encoder_variables,origin_mom6,0.0007573634295727864
BT@2025-06,encoder_variables,depth3__policy__is_overheated,0.0006968761051721606
BT@2025-06,encoder_variables,depth1__ecos__base_rate,0.0006538466747766994
BT@2025-06,encoder_variables,Static__호재수,0.000634319119785567
BT@2025-06,encoder_variables,depth3__policy__is_regulated,0.000614333253691946
BT@2025-06,encoder_variables,depth3__reb__apt_sale_index,0.0006073309963078545
BT@2025-06,encoder_variables,depth1__ecos__m2_avg,0.0006028917312633681
BT@2025-06,encoder_variables,depth1__ecos__cpi_housing,0.000555932980879821
BT@2025-06,encoder_variables,origin_mom3,0.0005535205875724588
BT@2025-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.0005484204796317253
BT@2025-06,encoder_variables,depth1__ecos__cd_91d_rate,0.0005171090284597452
BT@2025-06,encoder_variables,origin_mom12,0.000516074676058927
BT@2025-06,encoder_variables,depth1__ecos__unemployment_rate,0.0004055975567047812
BT@2025-06,encoder_variables,depth3__policy__ltv_tightness,0.0003461329909699517
BT@2025-06,encoder_variables,depth3__policy__dsr_severity,0.00030079335946757885
BT@2025-06,encoder_variables,Static__역세권수,0.00029743270023001214
BT@2025-06,encoder_variables,depth3__reb__apt_jeonse_index,0.0002154876432416731
BT@2025-06,encoder_variables,depth3__policy__is_speculative,0.00012756523894978512
BT@2025-06,encoder_variables,relative_time_idx,0.00011300742961210102
