윈도우,구분,변수,선택가중치
BT@2024-06,decoder_variables,base_drift,0.5592104461138259
BT@2024-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.07255605189901813
BT@2024-06,decoder_variables,origin_mom12,0.04372646307540499
BT@2024-06,decoder_variables,h_step,0.037618258956078086
BT@2024-06,decoder_variables,origin_last,0.029760413389156515
BT@2024-06,decoder_variables,depth1__ecos__base_rate,0.027131071601020643
BT@2024-06,decoder_variables,depth1__ecos__m2_avg,0.022193787394786477
BT@2024-06,decoder_variables,depth1__ecos__cpi_housing,0.02134740598755992
BT@2024-06,decoder_variables,depth1__ecos__cd_91d_rate,0.01937508816004203
BT@2024-06,decoder_variables,origin_mom6,0.017439206152637658
BT@2024-06,decoder_variables,Static__호재수,0.016461131727220763
BT@2024-06,decoder_variables,depth1__ecos__unemployment_rate,0.01556248937183761
BT@2024-06,decoder_variables,origin_mom3,0.014761456543763653
BT@2024-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.01428581274128262
BT@2024-06,decoder_variables,depth3__reb__apt_jeonse_index,0.012185042163356228
BT@2024-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.0119348427223586
BT@2024-06,decoder_variables,Static__역세권수,0.011163901706971374
BT@2024-06,decoder_variables,depth3__reb__apt_sale_index,0.0104371280495229
BT@2024-06,decoder_variables,depth3__policy__is_speculative,0.009408215602531507
BT@2024-06,decoder_variables,depth3__policy__dsr_severity,0.009000636638539974
BT@2024-06,decoder_variables,depth3__policy__is_regulated,0.008887084670121934
BT@2024-06,decoder_variables,relative_time_idx,0.006389095085493971
BT@2024-06,decoder_variables,depth3__policy__is_overheated,0.0034870932080353877
BT@2024-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.0032651745592718337
BT@2024-06,decoder_variables,depth3__policy__ltv_tightness,0.0024127024801613613
