윈도우,구분,변수,선택가중치
BT@2024-06,static_variables,Header_단지명,0.34894817497124814
BT@2024-06,static_variables,Header_평형,0.2580918452444625
BT@2024-06,static_variables,Header_동,0.10638495469110106
BT@2024-06,static_variables,Static__세대수구분,0.06337264604980537
BT@2024-06,static_variables,Static__준공구분,0.05012189287389981
BT@2024-06,static_variables,resid_target_center,0.0458577450734938
BT@2024-06,static_variables,Static__평수구분,0.041721800224492504
BT@2024-06,static_variables,Static__초품아여부,0.03985755811490161
BT@2024-06,static_variables,resid_target_scale,0.017746626637844966
BT@2024-06,static_variables,Static__건설사등급,0.016884600138156965
BT@2024-06,static_variables,Header_구,0.0110121559805933
