윈도우,구분,변수,선택가중치
BT@2025-06,encoder_variables,resid_target,0.6828624384960696
BT@2025-06,encoder_variables,origin_mom12,0.13420150258607735
BT@2025-06,encoder_variables,depth1__ecos__unemployment_rate,0.02115003683627289
BT@2025-06,encoder_variables,depth3__policy__is_overheated,0.018466159544550276
BT@2025-06,encoder_variables,origin_mom3,0.015135191241573016
BT@2025-06,encoder_variables,origin_last,0.012125093518728489
BT@2025-06,encoder_variables,base_drift,0.009782802539342461
BT@2025-06,encoder_variables,depth1__ecos__cd_91d_rate,0.009199699379418618
BT@2025-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.009114432603349088
BT@2025-06,encoder_variables,depth1__ecos__cpi_housing,0.008982860691649004
BT@2025-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.008871666022921285
BT@2025-06,encoder_variables,depth3__policy__is_speculative,0.008453774293491144
BT@2025-06,encoder_variables,depth3__policy__dsr_severity,0.008391589805693066
BT@2025-06,encoder_variables,depth3__policy__ltv_tightness,0.007634361665513031
BT@2025-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.007071717502316615
BT@2025-06,encoder_variables,Static__역세권수,0.006898671097916687
BT@2025-06,encoder_variables,depth3__reb__apt_sale_index,0.00670682132985238
BT@2025-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.006217219126836906
BT@2025-06,encoder_variables,h_step,0.0050927923224711085
BT@2025-06,encoder_variables,depth1__ecos__m2_avg,0.0034212583931078526
BT@2025-06,encoder_variables,origin_mom6,0.0029392274961862245
BT@2025-06,encoder_variables,Static__호재수,0.0023130683147803924
BT@2025-06,encoder_variables,depth3__policy__is_regulated,0.0019583588514338
BT@2025-06,encoder_variables,depth3__reb__apt_jeonse_index,0.0011450385515303163
BT@2025-06,encoder_variables,depth1__ecos__base_rate,0.0010568091580240402
BT@2025-06,encoder_variables,relative_time_idx,0.0008074086308943178
