윈도우,구분,변수,선택가중치
BT@2020-06,encoder_variables,resid_target,0.3425699077413842
BT@2020-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.1519604598352869
BT@2020-06,encoder_variables,depth1__ecos__base_rate,0.10013904625472561
BT@2020-06,encoder_variables,Static__역세권수,0.052696029235570374
BT@2020-06,encoder_variables,depth3__policy__is_speculative,0.04695310899324272
BT@2020-06,encoder_variables,depth3__policy__ltv_tightness,0.03022919442003772
BT@2020-06,encoder_variables,depth3__policy__dsr_severity,0.02967026012082225
BT@2020-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.02413815714087451
BT@2020-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.023882861798300393
BT@2020-06,encoder_variables,base_drift,0.023085676091144734
BT@2020-06,encoder_variables,origin_mom3,0.016446059529150278
BT@2020-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.014957656925823883
BT@2020-06,encoder_variables,h_step,0.014104326147770725
BT@2020-06,encoder_variables,Static__호재수,0.013467777129355816
BT@2020-06,encoder_variables,depth1__ecos__m2_avg,0.013413503234946174
BT@2020-06,encoder_variables,depth3__policy__is_regulated,0.013349064961255298
BT@2020-06,encoder_variables,depth1__ecos__cd_91d_rate,0.011815400221547003
BT@2020-06,encoder_variables,depth1__ecos__cpi_housing,0.0116105572326871
BT@2020-06,encoder_variables,origin_last,0.011446035457549927
BT@2020-06,encoder_variables,depth3__reb__apt_sale_index,0.011035506766072263
BT@2020-06,encoder_variables,depth3__policy__is_overheated,0.010317532241650353
BT@2020-06,encoder_variables,origin_mom12,0.010190696000083736
BT@2020-06,encoder_variables,depth3__reb__apt_jeonse_index,0.00781404572244482
BT@2020-06,encoder_variables,relative_time_idx,0.007048518483526563
BT@2020-06,encoder_variables,depth1__ecos__unemployment_rate,0.00422542543945803
BT@2020-06,encoder_variables,origin_mom6,0.003433192875288657
