윈도우,구분,변수,선택가중치
BT@2024-06,encoder_variables,h_step,0.9923926836256365
BT@2024-06,encoder_variables,resid_target,0.0005495327693642367
BT@2024-06,encoder_variables,depth1__ecos__m2_avg,0.000489698617833846
BT@2024-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.0003751986000586568
BT@2024-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.00036320052629963716
BT@2024-06,encoder_variables,origin_mom12,0.0003467003423961886
BT@2024-06,encoder_variables,depth3__policy__is_regulated,0.0003401009135510139
BT@2024-06,encoder_variables,base_drift,0.0003327918860320625
BT@2024-06,encoder_variables,depth3__reb__apt_jeonse_index,0.0003275260716186354
BT@2024-06,encoder_variables,relative_time_idx,0.0003138755333401412
BT@2024-06,encoder_variables,depth1__ecos__base_rate,0.00029608563259359125
BT@2024-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.00029569769674000335
BT@2024-06,encoder_variables,depth3__policy__dsr_severity,0.00029120291866221656
BT@2024-06,encoder_variables,depth1__ecos__cpi_housing,0.00028476286745530207
BT@2024-06,encoder_variables,origin_mom6,0.0002836304740076517
BT@2024-06,encoder_variables,Static__역세권수,0.00028314523025237766
BT@2024-06,encoder_variables,depth1__ecos__unemployment_rate,0.00028309912040224447
BT@2024-06,encoder_variables,Static__호재수,0.00028172619092350183
BT@2024-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.00027878660106723906
BT@2024-06,encoder_variables,depth3__policy__ltv_tightness,0.00027007781249808305
BT@2024-06,encoder_variables,depth3__policy__is_speculative,0.00026811553655924205
BT@2024-06,encoder_variables,origin_mom3,0.00026622240959373305
BT@2024-06,encoder_variables,depth3__policy__is_overheated,0.00023064349300522797
BT@2024-06,encoder_variables,depth1__ecos__cd_91d_rate,0.00022690189515250898
BT@2024-06,encoder_variables,origin_last,0.0001706377331909283
BT@2024-06,encoder_variables,depth3__reb__apt_sale_index,0.00015795550176523078
