윈도우,구분,변수,선택가중치
BT@2023-06,static_variables,Header_단지명,0.3708888422264057
BT@2023-06,static_variables,Header_평형,0.16863359099384073
BT@2023-06,static_variables,Header_동,0.13165155306458015
BT@2023-06,static_variables,resid_target_scale,0.07323837681415564
BT@2023-06,static_variables,resid_target_center,0.06373379081908226
BT@2023-06,static_variables,Header_구,0.05937570113235849
BT@2023-06,static_variables,Static__세대수구분,0.034977676409865106
BT@2023-06,static_variables,Static__초품아여부,0.03368610440356458
BT@2023-06,static_variables,Static__준공구분,0.03188284966110975
BT@2023-06,static_variables,Static__평수구분,0.01771674514395288
BT@2023-06,static_variables,Static__건설사등급,0.014214769331084669
