윈도우,구분,변수,선택가중치
BT@2025-06,decoder_variables,h_step,0.20256886645935945
BT@2025-06,decoder_variables,base_drift,0.15126370432552594
BT@2025-06,decoder_variables,origin_mom6,0.1014744844198234
BT@2025-06,decoder_variables,depth3__reb__apt_jeonse_index,0.04731819873327755
BT@2025-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.04697226273015971
BT@2025-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.043491323531849264
BT@2025-06,decoder_variables,depth1__ecos__base_rate,0.040172017726484516
BT@2025-06,decoder_variables,origin_mom12,0.03487734608846336
BT@2025-06,decoder_variables,depth3__policy__ltv_tightness,0.030987890537404743
BT@2025-06,decoder_variables,depth1__ecos__unemployment_rate,0.028198217124488
BT@2025-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.025982965688687763
BT@2025-06,decoder_variables,relative_time_idx,0.024065525500521708
BT@2025-06,decoder_variables,origin_mom3,0.02385216253730647
BT@2025-06,decoder_variables,depth1__ecos__m2_avg,0.023745574761759595
BT@2025-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.02368443060093786
BT@2025-06,decoder_variables,depth3__policy__dsr_severity,0.023018228318241105
BT@2025-06,decoder_variables,depth1__ecos__cpi_housing,0.022465374034045117
BT@2025-06,decoder_variables,Static__역세권수,0.02104268463530613
BT@2025-06,decoder_variables,depth3__reb__apt_sale_index,0.018971811290694033
BT@2025-06,decoder_variables,Static__호재수,0.016469538190825625
BT@2025-06,decoder_variables,depth3__policy__is_speculative,0.013690759541747166
BT@2025-06,decoder_variables,origin_last,0.01229779791268803
BT@2025-06,decoder_variables,depth3__policy__is_regulated,0.010993507077887217
BT@2025-06,decoder_variables,depth1__ecos__cd_91d_rate,0.007563854258426345
BT@2025-06,decoder_variables,depth3__policy__is_overheated,0.0048314739740899235
