윈도우,구분,변수,선택가중치
BT@2021-06,decoder_variables,base_drift,0.41472033903801614
BT@2021-06,decoder_variables,h_step,0.11348817020753696
BT@2021-06,decoder_variables,depth3__reb__apt_sale_index,0.044640665905004435
BT@2021-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.043107148915284506
BT@2021-06,decoder_variables,depth1__ecos__unemployment_rate,0.038006873095255155
BT@2021-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.03741611426753177
BT@2021-06,decoder_variables,depth1__ecos__cd_91d_rate,0.030533465574298882
BT@2021-06,decoder_variables,origin_mom6,0.02609272636778007
BT@2021-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.02568497235204195
BT@2021-06,decoder_variables,depth1__ecos__m2_avg,0.0240484048230972
BT@2021-06,decoder_variables,origin_mom3,0.023518522426844206
BT@2021-06,decoder_variables,origin_last,0.023418503127418513
BT@2021-06,decoder_variables,depth3__policy__is_speculative,0.021669859087867494
BT@2021-06,decoder_variables,depth3__policy__is_overheated,0.01798446961032354
BT@2021-06,decoder_variables,depth3__policy__ltv_tightness,0.017071654135717
BT@2021-06,decoder_variables,origin_mom12,0.016724294572707264
BT@2021-06,decoder_variables,depth3__policy__is_regulated,0.013561979783642656
BT@2021-06,decoder_variables,Static__호재수,0.013124456321869597
BT@2021-06,decoder_variables,depth1__ecos__base_rate,0.013058602346884862
BT@2021-06,decoder_variables,relative_time_idx,0.009962221862595322
BT@2021-06,decoder_variables,depth3__policy__dsr_severity,0.009347209245163699
BT@2021-06,decoder_variables,Static__역세권수,0.00797991104473552
BT@2021-06,decoder_variables,depth3__reb__apt_jeonse_index,0.006373937551962638
BT@2021-06,decoder_variables,depth1__ecos__cpi_housing,0.005559783512976497
BT@2021-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.0029057148234441143
