윈도우,구분,변수,선택가중치
BT@2022-06,decoder_variables,base_drift,0.40458982413180894
BT@2022-06,decoder_variables,depth2__reb__apt_sale_supply_demand,0.07666209105094292
BT@2022-06,decoder_variables,h_step,0.0689189738415434
BT@2022-06,decoder_variables,origin_mom12,0.05784980964570463
BT@2022-06,decoder_variables,depth2__reb__apt_monthly_rent_supply_demand,0.04468931061154968
BT@2022-06,decoder_variables,depth1__ecos__mortgage_rate_new,0.04237575131188519
BT@2022-06,decoder_variables,depth1__ecos__base_rate,0.030104455616295014
BT@2022-06,decoder_variables,depth3__policy__is_overheated,0.029231419611158695
BT@2022-06,decoder_variables,depth1__ecos__cpi_housing,0.026711043418089303
BT@2022-06,decoder_variables,depth3__policy__dsr_severity,0.023767636547602673
BT@2022-06,decoder_variables,depth3__reb__apt_jeonse_index,0.021939656660365535
BT@2022-06,decoder_variables,depth1__ecos__unemployment_rate,0.01946816135846307
BT@2022-06,decoder_variables,origin_mom3,0.019405084953429394
BT@2022-06,decoder_variables,Static__역세권수,0.018099857443173686
BT@2022-06,decoder_variables,depth3__policy__is_speculative,0.01787720846534026
BT@2022-06,decoder_variables,depth3__policy__is_regulated,0.01701600337757416
BT@2022-06,decoder_variables,depth2__reb__apt_jeonse_supply_demand,0.01681302895347612
BT@2022-06,decoder_variables,origin_last,0.013910619663353394
BT@2022-06,decoder_variables,origin_mom6,0.011965050693461255
BT@2022-06,decoder_variables,depth3__reb__apt_sale_index,0.011268004543511664
BT@2022-06,decoder_variables,Static__호재수,0.01051103015517269
BT@2022-06,decoder_variables,relative_time_idx,0.009375914732134567
BT@2022-06,decoder_variables,depth1__ecos__cd_91d_rate,0.0033970203403639525
BT@2022-06,decoder_variables,depth3__policy__ltv_tightness,0.0020467236605588354
BT@2022-06,decoder_variables,depth1__ecos__m2_avg,0.002006319213040961
