윈도우,구분,변수,선택가중치
BT@2022-06,encoder_variables,resid_target,0.9705409705503496
BT@2022-06,encoder_variables,Static__호재수,0.0025334212820448516
BT@2022-06,encoder_variables,h_step,0.002498796158468394
BT@2022-06,encoder_variables,depth3__policy__is_regulated,0.0017288930699929685
BT@2022-06,encoder_variables,depth1__ecos__m2_avg,0.0017282808437913868
BT@2022-06,encoder_variables,origin_mom3,0.0014369522990677376
BT@2022-06,encoder_variables,depth3__policy__dsr_severity,0.0014244005460916874
BT@2022-06,encoder_variables,depth3__reb__apt_jeonse_index,0.0013936565746039934
BT@2022-06,encoder_variables,depth3__reb__apt_sale_index,0.0013205386894684242
BT@2022-06,encoder_variables,depth3__policy__is_overheated,0.00123538196747587
BT@2022-06,encoder_variables,origin_mom12,0.0012041368582184732
BT@2022-06,encoder_variables,depth3__policy__is_speculative,0.001181875405976146
BT@2022-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.001175140421828247
BT@2022-06,encoder_variables,depth1__ecos__cpi_housing,0.0011377491219084332
BT@2022-06,encoder_variables,origin_mom6,0.0011266059355334707
BT@2022-06,encoder_variables,base_drift,0.001046433687008351
BT@2022-06,encoder_variables,depth1__ecos__cd_91d_rate,0.001043174059818034
BT@2022-06,encoder_variables,depth1__ecos__unemployment_rate,0.0009932804759894911
BT@2022-06,encoder_variables,depth3__policy__ltv_tightness,0.0009531614343400298
BT@2022-06,encoder_variables,Static__역세권수,0.0008643347646601688
BT@2022-06,encoder_variables,depth1__ecos__base_rate,0.0008388448668576777
BT@2022-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.0007400788200989777
BT@2022-06,encoder_variables,origin_last,0.0006913549503447207
BT@2022-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.0006173404228661302
BT@2022-06,encoder_variables,relative_time_idx,0.0004644953248373932
BT@2022-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,8.070146835935443e-05
