윈도우,구분,변수,선택가중치
BT@2023-06,encoder_variables,resid_target,0.9965018524811643
BT@2023-06,encoder_variables,depth1__ecos__unemployment_rate,0.0002747302818013102
BT@2023-06,encoder_variables,depth3__reb__apt_sale_index,0.0002346772070488776
BT@2023-06,encoder_variables,depth3__policy__ltv_tightness,0.0002129579770560807
BT@2023-06,encoder_variables,depth3__policy__dsr_severity,0.0001890870453352136
BT@2023-06,encoder_variables,origin_last,0.00017516413818089322
BT@2023-06,encoder_variables,depth3__policy__is_regulated,0.0001634755804292946
BT@2023-06,encoder_variables,depth2__reb__apt_sale_supply_demand,0.0001547331511246635
BT@2023-06,encoder_variables,depth1__ecos__m2_avg,0.00015093268407568696
BT@2023-06,encoder_variables,h_step,0.000150593717032829
BT@2023-06,encoder_variables,relative_time_idx,0.00014268056197964737
BT@2023-06,encoder_variables,base_drift,0.00013971994472100158
BT@2023-06,encoder_variables,origin_mom12,0.00013646664053001495
BT@2023-06,encoder_variables,depth3__policy__is_overheated,0.00013512874592351668
BT@2023-06,encoder_variables,depth1__ecos__base_rate,0.00013242995410492597
BT@2023-06,encoder_variables,depth3__reb__apt_jeonse_index,0.00012264070007126263
BT@2023-06,encoder_variables,depth2__reb__apt_jeonse_supply_demand,0.00012057906021444507
BT@2023-06,encoder_variables,depth1__ecos__cd_91d_rate,0.00011589870509643745
BT@2023-06,encoder_variables,Static__호재수,0.00011273978839849355
BT@2023-06,encoder_variables,origin_mom3,0.00011268074972501419
BT@2023-06,encoder_variables,depth1__ecos__cpi_housing,0.00010809711065906903
BT@2023-06,encoder_variables,depth1__ecos__mortgage_rate_new,0.00010688500675128234
BT@2023-06,encoder_variables,depth3__policy__is_speculative,9.619211011247693e-05
BT@2023-06,encoder_variables,origin_mom6,7.818922797406888e-05
BT@2023-06,encoder_variables,Static__역세권수,7.63172929098898e-05
BT@2023-06,encoder_variables,depth2__reb__apt_monthly_rent_supply_demand,5.515013757926504e-05
