윈도우,구분,변수,선택가중치
BT@2021-06,static_variables,Header_단지명,0.34397378266179757
BT@2021-06,static_variables,Header_평형,0.22225815276151667
BT@2021-06,static_variables,Header_동,0.12721724924541625
BT@2021-06,static_variables,Static__준공구분,0.07364754185393857
BT@2021-06,static_variables,Header_구,0.07272148447713694
BT@2021-06,static_variables,Static__세대수구분,0.05287536373162387
BT@2021-06,static_variables,Static__평수구분,0.03135994917055682
BT@2021-06,static_variables,Static__건설사등급,0.029343286087986288
BT@2021-06,static_variables,Static__초품아여부,0.02116976028680966
BT@2021-06,static_variables,resid_target_scale,0.017167809198004407
BT@2021-06,static_variables,resid_target_center,0.008265620525212972
